𧯀	yīng
𧯃	qīn
𧯆	huò
𧯈	xì
𧯉	hè
𧯊	xì
𧯋	xiā
𧯌	hāo
𧯍	lào
𧯏	lì
𧯒	chēng
𧯖	jùn
𧯗	xī
𧯘	hǎn
𧯞	dòu
𧯞	dōu
𧯠	dōu
𧯡	wān
𧯡	yuè
𧯤	dōu
𧯥	zài
𧯦	juàn
𧯨	lǒu
𧯩	chù
𧯫	zhēng
𧯯	qí
𧯰	kàn
𧯱	huò
𧯱	yù
𧯲	lái
𧯺	gāi
𧯼	shòu
𧯾	dōng
𧰃	lóu
𧰄	tuān
𧰇	yú
𧰈	wù
𧰊	tián
𧰎	láo
𧰒	guó
𧰘	tán
𧰙	qí
𧰠	liè
𧰡	lì
𧰣	xūn
𧰨	gèng
𧰩	tīng
𧰪	hàn
𧰫	chù
𧰭	tún
𧰯	xióng
𧰰	yóu
𧰱	mò
𧰲	chǐ
𧰴	hǔ
𧰵	dú
𧰵	dū
𧰵	zhuó
𧰷	mǔ
𧰹	nà
𧰻	líng
𧰿	ài
𧱀	xiān
𧱄	kǎn
𧱅	sì
𧱆	sān
𧱊	yì
𧱏	yì
𧱐	xiào
𧱐	xiāo
𧱒	zhuō
𧱒	zhī
𧱓	dòu
𧱘	mài
𧱜	lún
𧱝	jué
𧱝	jùn
𧱡	qiāng
𧱢	líng
𧱩	pián
𧱪	còu
𧱫	duò
𧱬	yǔ
𧱰	zhuō
𧱲	xì
𧱳	huài
𧱴	míng
𧱵	táng
𧱹	pū
𧱻	mì
𧱼	mán
𧱾	guāi
𧲀	qiān
𧲂	lín
𧲃	mǐn
𧲄	wěi
𧲅	céng
𧲇	hù
𧲈	suí
𧲋	jù
𧲌	shà
𧲍	méng
𧲗	wéi
𧲘	xī
𧲙	lìng
𧲜	bì
𧲝	wèi
𧲡	lì
𧲢	zhé
𧲤	yóng
𧲥	hú
𧲦	hé
𧲦	wán
𧲧	bā
𧲨	jiān
𧲭	zuǒ
𧲮	zhǎn
𧲯	bō
𧲰	chū
𧲰	qiū
𧲱	yāng
𧲴	dōng
𧲵	qú
𧲺	pí
𧲻	zhǎi
𧲾	shān
𧲿	gòu
𧳀	biào
𧳀	nǎo
𧳁	yí
𧳂	fú
𧳄	xìn
𧳅	shì
𧳅	shǐ
𧳆	tóng
𧳆	tōng
𧳉	dīng
𧳌	tū
𧳍	xiāo
𧳎	wú
𧳏	péi
𧳐	huī
𧳐	xī
𧳕	lái
𧳙	sì
𧳚	cuǐ
𧳛	shà
𧳜	zhǒu
𧳝	zhào
𧳞	wéi
𧳟	lái
𧳠	bì
𧳠	bǐ
𧳣	dǒng
𧳦	nǎo
𧳧	xiē
𧳨	rǎo
𧳩	tuàn
𧳪	wèi
𧳫	jiū
𧳫	qiú
𧳫	yòu
𧳫	yóu
𧳬	méi
𧳭	yuán
𧳮	zhòng
𧳶	sōu
𧳸	gú
𧳹	shào
𧳻	zhǎo
𧳼	pí
𧳿	tōng
𧴁	chī
𧴂	péng
𧴃	chán
𧴄	yōng
𧴅	shuǎng
𧴇	wǔ
𧴉	pí
𧴊	huàn
𧴌	fú
𧴎	biào
𧴓	náo
𧴕	biào
𧴖	wèi
𧴗	yōng
𧴙	nǎo
𧴚	guài
𧴠	lì
𧴢	xìn
𧴣	yán
𧴤	pò
𧴥	péi
𧴪	suǒ
𧴬	rèn
𧴭	shǎn
𧴲	suǒ
𧴸	dān
𧴺	mèn
𧵃	shǒu
𧵈	gòu
𧵊	hàn
𧵊	hān
𧵊	tàn
𧵋	shì
𧵌	yǎng
𧵎	gǔ
𧵛	kē
𧵞	jū
𧵠	pài
𧵡	cè
𧵢	bāo
𧵣	mín
𧵣	xiōng
𧵤	cái
𧵤	zhù
𧵧	lǐn
𧵨	ài
𧵬	mì
𧵬	shèn
𧵭	lǎi
𧵱	xiāo
𧵳	shé
𧵻	huó
𧵼	nì
𧶄	zhèng
𧶆	lìn
𧶇	zhá
𧶊	yún
𧶍	xù
𧶔	chéng
𧶕	wǒ
𧶖	xī
𧶙	bèi
𧶜	shāng
𧶜	shǎng
𧶠	yù
𧶡	mì
𧶲	duǎn
𧶲	zhuàn
𧶵	chà
𧶶	fàn
𧶷	zé
𧶸	chèng
𧶺	tíng
𧷅	yí
𧷋	yāo
𧷎	kū
𧷐	fén
𧷑	xié
𧷒	chèng
𧷛	kuì
𧷟	bīn
𧷡	lòu
𧷡	lóu
𧷥	yì
𧷦	mì
𧷧	xiè
𧷱	guī
𧷳	luó
𧷶	shàn
𧷾	jú
𧷿	dū
𧸂	xiān
𧸅	zhǐ
𧸈	bìn
𧸕	zhǐ
𧸖	lián
𧸖	zhuàn
𧸗	xué
𧸘	biǎn
𧸘	jiǎn
𧸘	liàn
𧸙	suì
𧸦	làn
𧸧	jù
𧸨	mián
𧸩	xùn
𧸪	zhàn
𧸫	gùn
𧸲	zhì
𧸽	wèi
𧸾	quǎn
𧸾	xuàn
𧸿	chài
𧹈	réng
𧹊	yuè
𧹌	zī
𧹐	luò
𧹑	guì
𧹒	mǎi
𧹓	chéng
𧹔	zhàng
𧹕	jū
𧹖	tiǎn
𧹗	wàn
𧹛	zhī
𧹞	niǎn
𧹞	nǎn
𧹣	hān
𧹨	xī
𧹩	lín
𧹬	yān
𧹭	xù
𧹲	hù
𧹳	gàn
𧹴	huò
𧹴	xù
𧹶	xì
𧹺	cuì
𧹽	xì
𧹾	hú
𧺅	yān
𧺎	yì
𧺏	chí
𧺐	jué
𧺒	zú
𧺜	jiào
𧺝	yì
𧺟	tǎn
𧺠	chì
𧺡	bá
𧺢	tòu
𧺢	yì
𧺣	zōng
𧺤	jū
𧺤	qiú
𧺧	chì
𧺨	xǐ
𧺰	nì
𧺲	cū
𧺴	wǔ
𧺶	chù
𧺷	sū
𧺸	yóng
𧺹	jǔ
𧺺	bá
𧺼	cǐ
𧺽	dì
𧺾	pǎn
𧺿	chì
𧺿	yì
𧻁	qiǔ
𧻃	qù
𧻃	yán
𧻍	zhǎi
𧻒	xiàn
𧻓	bèng
𧻔	kuāng
𧻕	qì
𧻖	zhōu
𧻗	jú
𧻘	qiè
𧻙	mò
𧻙	pò
𧻚	yuán
𧻜	guì
𧻜	kuǐ
𧻝	zuī
𧻧	qiè
𧻰	hú
𧻰	zào
𧻱	qiú
𧻲	hái
𧻲	kuī
𧻳	fù
𧻴	làng
𧻵	shà
𧻶	xī
𧻷	bū
𧻸	shì
𧻹	yǒng
𧻺	guāng
𧻺	kuāng
𧻼	niè
𧻿	hǒu
𧼊	mì
𧼎	è
𧼏	xián
𧼐	qūn
𧼐	yǔn
𧼑	xù
𧼒	qǐn
𧼓	dōng
𧼔	léng
𧼕	qì
𧼖	lán
𧼗	fú
𧼘	qǐ
𧼙	chǒng
𧼜	cù
𧼟	mò
𧼠	bēi
𧼤	dào
𧼨	jié
𧼨	jué
𧼩	chòng
𧼩	dòng
𧼪	chì
𧼫	yù
𧼬	cuī
𧼭	qiù
𧼭	sù
𧼭	sōu
𧼭	sǒu
𧼮	tàng
𧼮	tì
𧼮	tāng
𧼯	shù
𧼯	yú
𧼰	zhá
𧼱	bí
𧼱	fú
𧼳	chè
𧼴	fó
𧼴	zhì
𧼵	hóu
𧼶	zhá
𧽄	jié
𧽅	zhá
𧽆	zhān
𧽉	yǎn
𧽊	hái
𧽋	wǔ
𧽌	huá
𧽍	diàn
𧽍	diān
𧽎	yáo
𧽏	sōu
𧽐	qiān
𧽑	jí
𧽒	xiòng
𧽓	qì
𧽔	jūn
𧽖	hái
𧽞	yǎn
𧽟	jié
𧽠	cuī
𧽢	tuán
𧽣	zhāng
𧽤	piāo
𧽥	lù
𧽦	zhī
𧽧	chù
𧽨	mì
𧽩	qiāng
𧽫	liàn
𧽲	lì
𧽵	zōng
𧽶	é
𧽷	sù
𧽸	guì
𧽸	jué
𧽻	jú
𧽼	tán
𧽽	liáo
𧽾	cún
𧽾	sān
𧽿	dòng
𧾁	zá
𧾂	zhí
𧾆	xuàn
𧾇	líng
𧾊	dēng
𧾍	chán
𧾍	zhàn
𧾍	zhān
𧾎	xuān
𧾏	qǐn
𧾐	jiào
𧾑	pì
𧾔	hǎn
𧾚	yú
𧾛	guó
𧾝	xún
𧾠	xún
𧾡	chán
𧾢	jié
𧾢	jí
𧾣	jú
𧾤	yǎn
𧾥	dú
𧾧	hòng
𧾨	xiàn
𧾨	xiǎn
𧾩	xuàn
𧾩	xún
𧾮	líng
𧾯	jié
𧾰	yì
𧾱	qú
𧾲	gān
𧾳	fēng
𧾵	jué
𧾶	qū
𧾻	jiù
𧾽	jì
𧾾	jǐ
𧿅	xí
𧿆	pāng
𧿈	kuàng
𧿉	kù
𧿉	wù
𧿋	kù
𧿌	zhà
𧿏	bà
𧿒	chěn
𧿓	hù
𧿔	nù
𧿕	é
𧿖	xiōng
𧿗	dǔn
𧿘	shēng
𧿙	wán
𧿚	fēn
𧿛	zōng
𧿝	xī
𧿞	zī
𧿠	dì
𧿠	hù
𧿥	bié
𧿧	tuò
𧿨	bǎn
𧿩	gé
𧿫	kē
𧿲	bó
𧿲	zhuì
𧿳	fèi
𧿳	fú
𧿴	mò
𧿵	jiá
𧿶	tuó
𧿷	yù
𧿹	mǔ
𧿺	jué
𧿻	jú
𧿼	guā
𧿽	pǒ
𨀀	niǎn
𨀀	nǐ
𨀁	lóng
𨀄	wǎ
𨀅	yǎn
𨀔	chǒu
𨀕	kuāng
𨀖	hài
𨀘	xiáng
𨀙	xī
𨀛	cún
𨀜	tōng
𨀝	ruò
𨀟	duó
𨀠	chè
𨀤	lèi
𨀥	zī
𨀧	zhěng
𨀨	zuǒ
𨀫	kāng
𨀬	zài
𨀮	xuān
𨀮	yuān
𨀯	qióng
𨀳	fá
𨀴	xún
𨀶	jì
𨀸	chā
𨁀	chōu
𨁀	shū
𨁁	xuàn
𨁂	xié
𨁃	tī
𨁄	hàn
𨁅	xiān
𨁆	shān
𨁇	tùn
𨁈	gēng
𨁈	háng
𨁉	kǔn
𨁊	cén
𨁋	dōu
𨁌	nuó
𨁍	yàn
𨁎	chéng
𨁎	jìng
𨁏	pū
𨁐	qì
𨁑	yuè
𨁒	fū
𨁗	tǐng
𨁟	wǒ
𨁠	shēng
𨁡	tuǒ
𨁴	tǎn
𨁶	yā
𨁶	yǎ
𨁷	zhì
𨁸	lì
𨁸	lù
𨁹	yǎn
𨁺	jū
𨁽	dé
𨁿	chù
𨁿	zhuó
𨂀	zǔ
𨂁	è
𨂂	xuě
𨂂	zhí
𨂃	péng
𨂅	biē
𨂇	dǐ
𨂐	lái
𨂒	yè
𨂜	háo
𨂝	pán
𨂞	tàn
𨂟	kāng
𨂠	lǚ
𨂠	xū
𨂡	zòu
𨂢	jí
𨂣	wù
𨂦	chuàn
𨂩	pò
𨂪	yǎn
𨂫	tuò
𨂭	dú
𨂯	pián
𨂰	chì
𨂱	hùn
𨂲	pīng
𨂴	cōng
𨂵	zhǎ
𨂺	wān
𨂿	wǎi
𨃃	è
𨃄	wèi
𨃅	bāi
𨃇	jiāng
𨃓	chá
𨃕	chù
𨃖	kuà
𨃗	téng
𨃘	qū
𨃘	zōu
𨃙	lì
𨃚	tà
𨃛	sà
𨃞	pán
𨃟	pán
𨃣	sào
𨃤	kào
𨃤	qiāo
𨃭	zú
𨃯	zhì
𨃰	yǎn
𨃲	jié
𨃳	néng
𨄄	luán
𨄅	qū
𨄇	dèng
𨄇	téng
𨄈	liáng
𨄉	chǎn
𨄊	qiè
𨄋	lòu
𨄌	dié
𨄌	xiè
𨄍	cuī
𨄐	jǐ
𨄓	cháo
𨄔	shuàn
𨄕	zú
𨄗	kāng
𨄚	qiāng
𨄛	lí
𨄮	shuāi
𨄯	yù
𨄰	zhāng
𨄱	lěi
𨅅	pó
𨅊	chè
𨅊	zhé
𨅋	xiào
𨅍	tǎn
𨅎	cuì
𨅏	lán
𨅑	xū
𨅒	chú
𨅒	shù
𨅓	dá
𨅓	zhǎ
𨅔	cán
𨅗	bǐ
𨅘	pèng
𨅛	zhú
𨅝	chéng
𨅣	qiáo
𨅤	jī
𨅪	zhāi
𨅬	lán
𨆁	tiǎn
𨆁	yǎn
𨆂	sà
𨆃	jīn
𨆄	zhù
𨆅	duò
𨆇	chà
𨆈	juàn
𨆉	táng
𨆊	bèng
𨆌	fán
𨆍	liè
𨆎	zéi
𨆏	suì
𨆙	sè
𨆧	zhì
𨆨	tuí
𨆪	qīng
𨆬	chuò
𨆰	dà
𨆰	tà
𨆱	bìng
𨆲	wěn
𨆵	pǒ
𨆽	mó
𨆾	cā
𨇁	kuàng
𨇃	cuó
𨇃	zuān
𨇄	rǎo
𨇅	bào
𨇆	lài
𨇍	niǎn
𨇎	lí
𨇕	jiǎo
𨇖	lú
𨇗	lì
𨇘	lóng
𨇙	guì
𨇝	chǎn
𨇤	xiān
𨇦	chàn
𨇨	xiè
𨇩	zhàn
𨇯	shuāng
𨇻	mǐ
𨇼	luán
𨇽	luò
𨈀	diān
𨈈	dié
𨈊	wān
𨈋	yuè
𨈌	luán
𨈎	luán
𨈓	léng
𨈕	wǎi
𨈖	dìn
𨈗	nèn
𨈘	shǎo
𨈙	xiè
𨈙	zhī
𨈚	pí
𨈥	máo
𨈧	yǐn
𨈩	bó
𨈫	zhù
𨈮	chōng
𨈶	mǔ
𨈷	tuó
𨈹	tǒng
𨈺	yé
𨉁	huàng
𨉃	rèn
𨉅	yè
𨉋	tuō
𨉖	zuān
𨉗	yù
𨉚	ā
𨉜	zhōu
𨉝	wān
𨉡	duǒ
𨉢	zhòng
𨉣	hā
𨉤	huáng
𨉥	miàn
𨉥	tǐ
𨉩	chūn
𨉪	qiè
𨉫	gōng
𨉫	qiōng
𨉬	tíng
𨉭	méi
𨉱	tàng
𨉴	róng
𨉷	róng
𨉸	qí
𨉹	guó
𨉽	xiàng
𨉾	tián
𨊅	xiāo
𨊈	zhān
𨊉	cuì
𨊔	lán
𨊘	qū
𨊘	shēn
𨊚	lěi
𨊛	lì
𨊝	chān
𨊞	niè
𨊟	luán
𨊡	tīng
𨊢	huì
𨊢	sháo
𨊧	gōng
𨊰	qì
𨊱	yú
𨊳	xīn
𨊸	yuè
𨊹	bā
𨊺	dài
𨊻	jī
𨊼	xuàn
𨊿	jué
𨋀	niǔ
𨋈	dù
𨋉	jí
𨋐	pā
𨋑	gǒng
𨋒	bèn
𨋔	jú
𨋔	kēng
𨋕	yàng
𨋕	ǎng
𨋖	liǔ
𨋗	ní
𨋘	zhà
𨋙	yìn
𨋚	niǎn
𨋚	ruǎn
𨋛	pào
𨋝	gōng
𨋞	bù
𨋟	hé
𨋠	rǒng
𨋡	guì
𨋥	bì
𨋦	xī
𨋧	jú
𨋨	hún
𨋩	bì
𨋩	fú
𨋫	tiāo
𨋬	chèng
𨋬	zhěng
𨋮	chūn
𨋮	hōng
𨋯	yì
𨋰	cì
𨋲	bìng
𨋷	gōng
𨋺	fá
𨋽	yáng
𨋾	xǔ
𨌁	hōng
𨌄	zàng
𨌅	chái
𨌆	hóng
𨌈	tián
𨌌	zhī
𨌍	xīng
𨌎	xú
𨌑	zhèn
𨌔	wàn
𨌔	wǎn
𨌘	jùn
𨌝	huò
𨌝	wò
𨌠	lù
𨌢	zhēng
𨌣	rǒng
𨌤	chèng
𨌤	chéng
𨌥	fú
𨌧	è
𨌨	tāo
𨌩	táng
𨌫	juān
𨌬	chào
𨌭	tà
𨌮	dǐ
𨌰	zōng
𨌳	kēng
𨌴	tuī
𨌶	kēng
𨍅	rǒng
𨍆	yūn
𨍇	hé
𨍈	zǒng
𨍉	cōng
𨍉	zǒng
𨍊	qiū
𨍎	mù
𨍏	duó
𨍐	xǔ
𨍑	kēng
𨍒	jiàn
𨍒	xiàn
𨍛	dú
𨍜	kǎn
𨍞	yīng
𨍢	zī
𨍧	huáng
𨍩	péng
𨍫	lì
𨍭	bó
𨍭	pò
𨍮	gé
𨍮	lì
𨍯	jú
𨍰	kē
𨍲	gǔn
𨍲	hú
𨍳	yáo
𨍴	táng
𨍶	qióng
𨍷	rǒng
𨍸	liǔ
𨍹	huì
𨍺	jī
𨎉	zhì
𨎋	chēng
𨎋	táng
𨎌	zhǐ
𨎍	kāng
𨎍	liáng
𨎔	yàng
𨎖	chǎng
𨎖	tǎng
𨎗	hōng
𨎛	liáng
𨎝	cáo
𨎡	nǎi
𨎢	zǒng
𨎤	dèng
𨎦	jiāo
𨎧	péng
𨎩	guāng
𨎪	ér
𨎫	jiàn
𨎬	jiào
𨎭	nuó
𨎮	zǎo
𨎳	péng
𨎴	dāng
𨎶	qú
𨎷	lián
𨎸	mù
𨎹	lǎn
𨎾	fén
𨏂	hún
𨏂	xuān
𨏆	kuāng
𨏈	yǐn
𨏉	shuàn
𨏊	jiàn
𨏒	luò
𨏒	léi
𨏔	dú
𨏔	lù
𨏚	gé
𨏛	niǎn
𨏛	rǎng
𨏞	pín
𨏠	lóng
𨏤	zhěn
𨏥	xiàn
𨏨	lìn
𨏩	lián
𨏪	shān
𨏫	bó
𨏬	lì
𨏳	xié
𨏴	gé
𨏵	mǐn
𨏶	lián
𨏹	jué
𨏺	zhōu
𨏿	kē
𨐁	dié
𨐃	zhé
𨐅	shū
𨐆	jī
𨐇	lóng
𨐈	guāng
𨐉	zǎo
𨐊	xiàn
𨐋	qiān
𨐍	shēn
𨐐	yǐn
𨐑	jiè
𨐔	shēn
𨐕	cí
𨐕	shēn
𨐖	sǎ
𨐛	xì
𨐡	kù
𨐣	qú
𨐥	gé
𨐦	bàn
𨐨	bì
𨐩	qiān
𨐰	bīn
𨐱	bàn
𨐳	zuò
𨐴	pì
𨐶	huò
𨐾	biàn
𨐾	bàn
𨑊	nóng
𨑌	chén
𨑎	pēng
𨑑	fǔ
𨑒	tú
𨑜	pǐ
𨑝	pò
𨑠	chǐ
𨑣	xuè
𨑤	qì
𨑥	wù
𨑨	zhì
𨑩	dì
𨑪	cōng
𨑫	yóu
𨑹	cōng
𨑼	dì
𨑽	zhuó
𨑿	zǒu
𨒀	cóng
𨒃	pàn
𨒄	yǎn
𨒅	qì
𨒆	rǒng
𨒇	jiá
𨒉	suì
𨒉	zhuì
𨒉	zhì
𨒊	qiú
𨒋	yuè
𨒍	shì
𨒑	háo
𨒙	hòu
𨒙	tuō
𨒜	bié
𨒞	kàn
𨒢	chuò
𨒤	cǐ
𨒦	yǐn
𨒧	shì
𨒨	hài
𨒩	ruǎn
𨒫	nì
𨒫	yáng
𨒬	chī
𨒮	cī
𨒱	gōng
𨒲	mí
𨒲	xuè
𨒴	jǐ
𨒼	gèn
𨒽	suō
𨒽	zào
𨓁	běng
𨓇	xǐn
𨓈	kuò
𨓊	dié
𨓍	tíng
𨓚	shuì
𨓞	dài
𨓦	lǐ
𨓨	yǒng
𨓩	jiāo
𨓬	tá
𨓭	còu
𨓭	qǔ
𨓮	yín
𨓯	yuān
𨓰	jié
𨓲	qiān
𨓳	yāo
𨓴	yà
𨓷	qīng
𨓿	péi
𨔗	jiā
𨔙	tòu
𨔛	tī
𨔡	chuàn
𨔡	chuán
𨔡	dùn
𨔡	tún
𨔢	chǎn
𨔣	jià
𨔣	jiā
𨔤	chì
𨔥	jiān
𨔥	jīn
𨔦	shù
𨔯	tà
𨕕	zhī
𨕗	yuán
𨕚	hū
𨕜	liè
𨕠	zé
𨕢	chù
𨕦	qiù
𨕧	bēng
𨕹	huán
𨕺	kuā
𨕻	shēng
𨕽	jié
𨕿	wǎng
𨖃	hū
𨖊	jī
𨖊	zé
𨖋	zhì
𨖋	zǎn
𨖌	yàng
𨖎	chǐ
𨖏	jiù
𨖚	liáo
𨖛	yū
𨖠	biàn
𨖠	biǎn
𨖢	kuáng
𨖬	chòu
𨖭	yá
𨖮	zhuó
𨖰	qiè
𨖱	xiàn
𨖳	yuān
𨖴	wǔ
𨖵	jiǎo
𨖶	xiàng
𨖷	shà
𨖹	zhì
𨖼	chòng
𨖾	biān
𨖿	wēi
𨗓	dào
𨗝	jú
𨗝	yù
𨗞	tuí
𨗡	chào
𨗥	huì
𨗦	qiǎn
𨗨	wěi
𨗰	yóu
𨗼	dài
𨗼	dì
𨗾	dà
𨘁	yóu
𨘂	jiù
𨘃	tuí
𨘄	zǎn
𨘇	huì
𨘉	shà
𨘌	huò
𨘔	yáo
𨘙	xiàn
𨘞	xiàn
𨘬	dì
𨘮	jiù
𨘲	huì
𨘴	kào
𨘵	yóu
𨘸	lì
𨘼	chuán
𨘾	chí
𨙀	huò
𨙂	yóu
𨙄	yuè
𨙎	tà
𨙏	zàn
𨙓	niè
𨙔	zhù
𨙡	xiǎn
𨙩	shí
𨙫	kǒu
𨙬	qǐ
𨙭	tǔ
𨙮	fán
𨙯	cūn
𨙲	cūn
𨙲	tún
𨙳	chā
𨙴	cái
𨙴	zài
𨙵	xiàng
𨙶	pèi
𨙷	jǐng
𨙸	qí
𨙸	zhī
𨙹	shǎo
𨙺	niǔ
𨙻	nà
𨙽	qín
𨚍	bèi
𨚍	bì
𨚓	bì
𨚓	fèi
𨚓	fú
𨚔	bāo
𨚕	biàn
𨚖	zī
𨚗	nà
𨚘	wèi
𨚙	háo
𨚡	jǐn
𨚣	zhèng
𨚧	qié
𨚮	hào
𨚯	tóng
𨚰	zǎo
𨚱	shèng
𨚲	cún
𨚳	huāng
𨚴	rú
𨚵	zài
𨚶	nián
𨚾	xiān
𨛈	quán
𨛉	jì
𨛊	yín
𨛋	lǐ
𨛌	máng
𨛍	shào
𨛎	hàn
𨛏	cuò
𨛐	jùn
𨛑	jì
𨛒	bù
𨛓	lòng
𨛔	fǒu
𨛕	yóu
𨛖	kuài
𨛜	xiàng
𨛡	yún
𨛣	qín
𨛤	huí
𨛥	pú
𨛫	lí
𨛬	péi
𨛭	shè
𨛭	shū
𨛮	jū
𨛯	yí
𨛰	zhēng
𨛱	chóng
𨛳	jí
𨛳	xí
𨛵	hǔ
𨛶	róu
𨛶	shòu
𨜌	huàn
𨜍	qiào
𨜎	zhī
𨜏	yíng
𨜐	xǐ
𨜑	qiāo
𨜒	jì
𨜓	zhēng
𨜔	huáng
𨜖	yú
𨜗	zōu
𨜘	méi
𨜜	shěng
𨜩	quán
𨜰	jiāng
𨜱	hé
𨜳	tóng
𨜴	hé
𨜵	wēn
𨜶	yì
𨜷	páng
𨜺	wēng
𨜻	qián
𨜼	lì
𨜽	yí
𨜾	chuàng
𨜿	xù
𨝀	wěi
𨝆	gē
𨝈	yǔ
𨝋	zhài
𨝌	gān
𨝍	qiān
𨝎	kāng
𨝏	lí
𨝐	shēn
𨝑	guàn
𨝓	piáo
𨝕	gài
𨝖	lí
𨝘	hǔ
𨝛	tú
𨝜	shùn
𨝞	hù
𨝟	lí
𨝢	lòu
𨝦	dàng
𨝨	zuò
𨝩	shān
𨝫	shè
𨝫	xì
𨝭	féng
𨝮	jù
𨝮	zōu
𨝯	tóng
𨝰	jiǎo
𨝱	qiáo
𨝲	gāo
𨝲	hào
𨝳	zī
𨝴	huáng
𨝵	shān
𨝸	tán
𨞌	tuō
𨞎	lìng
𨞐	chéng
𨞑	wèng
𨞒	zuó
𨞓	yù
𨞕	chù
𨞕	zhú
𨞗	qún
𨞘	xǐ
𨞙	qú
𨞛	gé
𨞢	qī
𨞣	xū
𨞨	gài
𨞩	què
𨞪	chóu
𨞪	shòu
𨞫	méng
𨞲	shēn
𨞶	qiāo
𨞷	cán
𨞺	lì
𨞼	wàn
𨞽	léi
𨞾	xīng
𨞿	láng
𨟂	shì
𨟃	zhēng
𨟄	fán
𨟊	zhì
𨟏	yín
𨟑	lì
𨟖	mó
𨟗	wěi
𨟙	yīng
𨟚	ráng
𨟠	jué
𨟠	què
𨟠	quān
𨟥	luǒ
𨟲	dài
𨟴	yìn
𨟵	bǐ
𨟶	gē
𨟸	wèn
𨟹	yǎn
𨟺	miǎn
𨟼	gǎng
𨟽	qiú
𨟾	zhī
𨠋	gū
𨠌	tóng
𨠎	líng
𨠏	tí
𨠐	cí
𨠑	tuó
𨠑	yí
𨠒	fàn
𨠓	pō
𨠔	bì
𨠖	bào
𨠟	pēng
𨠡	suān
𨠤	nóng
𨠤	sōng
𨠥	wéi
𨠦	xiáo
𨠨	jì
𨠬	hào
𨠭	yǎn
𨠶	yí
𨠷	zāo
𨠸	yǐng
𨠹	nǎn
𨠿	zā
𨡁	tiǎn
𨡂	xī
𨡃	jiào
𨡄	yán
𨡌	néi
𨡍	tǎn
𨡎	yàn
𨡏	tiǎn
𨡐	zhì
𨡑	chóu
𨡑	chōu
𨡒	táo
𨡗	zhà
𨡙	dān
𨡞	miǎn
𨡡	wǔ
𨡢	yǐn
𨡣	yàn
𨡤	lǎo
𨡩	pō
𨡫	hùn
𨡬	hǎi
𨡭	mú
𨡮	cōng
𨡱	dǐng
𨡱	kù
𨡲	chōu
𨡴	yǒu
𨡸	zhuó
𨡺	kuì
𨡻	sōu
𨢂	yìn
𨢅	zuì
𨢆	sāng
𨢇	liù
𨢈	hàn
𨢉	wèi
𨢊	méng
𨢋	hú
𨢌	lì
𨢎	mì
𨢎	yīn
𨢐	bāng
𨢑	jiǎn
𨢜	què
𨢠	méng
𨢢	mú
𨢣	hǒng
𨢤	hù
𨢥	mí
𨢦	shài
𨢦	zhà
𨢩	shāng
𨢪	chào
𨢬	tú
𨢬	zhuó
𨢮	zhī
𨢯	niàn
𨢵	jì
𨢸	kē
𨢹	zhēng
𨢿	dān
𨣀	liǎo
𨣁	zhǎn
𨣂	gǒng
𨣃	lào
𨣃	láo
𨣄	huā
𨣅	chuài
𨣇	jiǎn
𨣈	kuì
𨣍	shē
𨣔	chěn
𨣕	tǎn
𨣗	hú
𨣘	méng
𨣙	pào
𨣚	zhǎn
𨣛	cháng
𨣝	gǎn
𨣝	jiǎn
𨣠	yì
𨣢	suì
𨣦	xù
𨣧	jì
𨣨	làn
𨣬	yí
𨣯	mì
𨣱	miè
𨣵	cuán
𨣸	lǎn
𨣻	yān
𨣻	yǎn
𨣾	mí
𨤂	yǒng
𨤃	cáng
𨤃	zā
𨤄	jiǎn
𨤇	sōu
𨤇	zāo
𨤎	yán
𨤑	juàn
𨤕	è
𨤘	fèn
𨤚	fèn
𨤡	guàng
𨤢	mái
𨤤	liě
𨤩	chōng
𨤫	lí
𨤱	zhí
𨤴	xiè
𨤷	chóu
𨤹	jí
𨤽	pī
𨥂	jié
𨥇	zhù
𨥇	zhǒu
𨥍	xiōng
𨥑	gǒng
𨥑	kuàng
𨥙	jǐng
𨥛	hù
𨥞	qián
𨥣	cén
𨥦	qí
𨥧	biān
𨥧	fàn
𨥧	wǎn
𨥨	máo
𨥪	dǒu
𨥴	kǒu
𨥶	dài
𨥸	náo
𨥺	hóng
𨦂	lǎi
𨦃	duò
𨦃	duǒ
𨦄	qiān
𨦆	yín
𨦖	lòu
𨦗	huī
𨦛	fù
𨦜	máo
𨦞	zhōu
𨦡	yáng
𨦡	yóng
𨦭	láo
𨦮	jí
𨦯	yì
𨦰	liú
𨦱	cōng
𨦳	nǎn
𨧀	dù
𨧐	tūn
𨧑	xiàng
𨧕	biàn
𨧖	chuáng
𨧗	wù
𨧙	jū
𨧥	xiē
𨧦	pī
𨧧	zhuó
𨧨	ruì
𨧨	zhuì
𨧪	sào
𨧫	zì
𨧭	zhèng
𨧮	mí
𨧰	zú
𨧱	qū
𨧳	chì
𨧵	zhì
𨨏	bō
𨨗	quàn
𨨘	qiān
𨨙	yā
𨨚	chào
𨨛	hé
𨨜	rǔ
𨨠	jū
𨨡	wù
𨨬	chì
𨨭	gǒng
𨨭	kuàng
𨨯	còu
𨨯	zhòu
𨨰	ruàn
𨨱	kuò
𨨲	chí
𨨳	zú
𨨴	jiāo
𨨶	yú
𨨷	tú
𨨸	méng
𨨹	dā
𨨺	shuò
